date,year,month,hour,irr,temp,value
2021/1/2 23:00,2021,1,23,0,3.12,0
2021/1/2 23:15,2021,1,23,0,3.07,0
2021/1/2 23:30,2021,1,23,0,2.84,0
2021/1/2 23:45,2021,1,23,0,2.61,0
2021/1/3 00:00,2021,1,0,0,2.44,0
2021/1/3 00:15,2021,1,0,0,2.4,0
2021/1/3 00:30,2021,1,0,0,2.2,0
2021/1/3 00:45,2021,1,0,0,2.1,0
2021/1/3 01:00,2021,1,1,0,2,0
2021/1/3 01:15,2021,1,1,0,1.81,0
2021/1/3 01:30,2021,1,1,0,1.64,0
2021/1/3 01:45,2021,1,1,0,1.52,0
2021/1/3 02:00,2021,1,2,0,1.4,0
2021/1/3 02:15,2021,1,2,0,1.28,0
2021/1/3 02:30,2021,1,2,0,1.1,0
2021/1/3 02:45,2021,1,2,0,0.99,0
2021/1/3 03:00,2021,1,3,0,1,0
2021/1/3 03:15,2021,1,3,0,0.92,0
2021/1/3 03:30,2021,1,3,0,0.86,0
2021/1/3 03:45,2021,1,3,0,0.7,0
2021/1/3 04:00,2021,1,4,0,0.69,0
2021/1/3 04:15,2021,1,4,0,0.59,0
2021/1/3 04:30,2021,1,4,0,0.5,0
2021/1/3 04:45,2021,1,4,0,0.39,0
2021/1/3 05:00,2021,1,5,0,0.2,0
2021/1/3 05:15,2021,1,5,0,0.21,0
2021/1/3 05:30,2021,1,5,0,0.2,0
2021/1/3 05:45,2021,1,5,0,0,0
2021/1/3 06:00,2021,1,6,0,0,0
2021/1/3 06:15,2021,1,6,0,0,0
2021/1/3 06:30,2021,1,6,0,0,0
2021/1/3 06:45,2021,1,6,0,0,0
2021/1/3 07:00,2021,1,7,0,0,0
2021/1/3 07:15,2021,1,7,0.47,0,0
2021/1/3 07:30,2021,1,7,11.52,0,0
2021/1/3 07:45,2021,1,7,35.07,0.47,195.7
2021/1/3 08:00,2021,1,8,56.61,1.16,335
2021/1/3 08:15,2021,1,8,70.45,1.99,543.6
2021/1/3 08:30,2021,1,8,87.8,2.95,849.8
2021/1/3 08:45,2021,1,8,115.69,3.7,1124.1
2021/1/3 09:00,2021,1,9,150.75,4.74,1374.6
2021/1/3 09:15,2021,1,9,189.77,6.1,1593.1
2021/1/3 09:30,2021,1,9,232.37,7.62,1812.3
2021/1/3 09:45,2021,1,9,286.41,7.88,2044.8
2021/1/3 10:00,2021,1,10,333.59,8.83,2232.8
2021/1/3 10:15,2021,1,10,373.34,9.74,2232.8
2021/1/3 10:30,2021,1,10,453.21,10.79,2232.8
2021/1/3 10:45,2021,1,10,458.33,11.34,2232.8
2021/1/3 11:00,2021,1,11,458.33,12.26,2232.8
2021/1/3 11:15,2021,1,11,458.33,13.56,2232.8
2021/1/3 11:30,2021,1,11,458.33,14.25,2232.8
2021/1/3 11:45,2021,1,11,458.33,14.85,2232.8
2021/1/3 12:00,2021,1,12,458.33,15.45,2232.8
2021/1/3 12:15,2021,1,12,458.33,15.88,2232.8
2021/1/3 12:30,2021,1,12,458.33,16.58,2356.6
2021/1/3 12:45,2021,1,12,458.33,17.25,2356.6
2021/1/3 13:00,2021,1,13,458.33,17.69,2356.6
2021/1/3 13:15,2021,1,13,458.33,17.93,2356.6
2021/1/3 13:30,2021,1,13,458.33,18.17,2356.6
2021/1/3 13:45,2021,1,13,458.33,18.91,2356.6
2021/1/3 14:00,2021,1,14,402.13,19.15,2356.6
2021/1/3 14:15,2021,1,14,402.13,19.68,2356.6
2021/1/3 14:30,2021,1,14,402.13,19.55,2356.6
2021/1/3 14:45,2021,1,14,402.13,20.61,2356.6
2021/1/3 15:00,2021,1,15,402.13,20.07,2165.3
2021/1/3 15:15,2021,1,15,402.13,20.3,1988.6
2021/1/3 15:30,2021,1,15,402.13,20.46,1822.1
2021/1/3 15:45,2021,1,15,402.13,20.36,1608.7
2021/1/3 16:00,2021,1,16,402.13,20.58,1351.5
2021/1/3 16:15,2021,1,16,402.13,20.24,1100.5
2021/1/3 16:30,2021,1,16,402.13,19.84,850.7
2021/1/3 16:45,2021,1,16,402.13,19.9,551.3
2021/1/3 17:00,2021,1,17,314.44,19.56,329.7
2021/1/3 17:15,2021,1,17,216.61,19.27,192.5
2021/1/3 17:30,2021,1,17,109.04,18.72,0
2021/1/3 17:45,2021,1,17,6.08,17.49,0
2021/1/3 18:00,2021,1,18,0,16.32,0
2021/1/3 18:15,2021,1,18,0,15.4,0
2021/1/3 18:30,2021,1,18,0,13.85,0
2021/1/3 18:45,2021,1,18,0,12.59,0
2021/1/3 19:00,2021,1,19,0,11.53,0
2021/1/3 19:15,2021,1,19,0,10.56,0
2021/1/3 19:30,2021,1,19,0,9.95,0
2021/1/3 19:45,2021,1,19,0,9.48,0
2021/1/3 20:00,2021,1,20,0,8.95,0
2021/1/3 20:15,2021,1,20,0,8.79,0
2021/1/3 20:30,2021,1,20,0,10.48,0
2021/1/3 20:45,2021,1,20,0,13.58,0
2021/1/3 21:00,2021,1,21,0,12.9,0
2021/1/3 21:15,2021,1,21,0,13.2,0
2021/1/3 21:30,2021,1,21,0,13.91,0
2021/1/3 21:45,2021,1,21,0,13.97,0
2021/1/3 22:00,2021,1,22,0,13.8,0
2021/1/3 22:15,2021,1,22,0,13.51,0
2021/1/3 22:30,2021,1,22,0,12.3,0
2021/1/3 22:45,2021,1,22,0,12.37,0
2021/1/3 23:00,2021,1,23,0,12.5,0
2021/1/3 23:15,2021,1,23,0,12.6,0
2021/1/3 23:30,2021,1,23,0,12.8,0
2021/1/3 23:45,2021,1,23,0,13.19,0
2021/1/4 00:00,2021,1,0,0,13.5,0
2021/1/4 00:15,2021,1,0,0,12.86,0
2021/1/4 00:30,2021,1,0,0,12.03,0
2021/1/4 00:45,2021,1,0,0,11.52,0
2021/1/4 01:00,2021,1,1,0,10.92,0
2021/1/4 01:15,2021,1,1,0,9.79,0
2021/1/4 01:30,2021,1,1,0,9.3,0
2021/1/4 01:45,2021,1,1,0,8.93,0
2021/1/4 02:00,2021,1,2,0,8.32,0
2021/1/4 02:15,2021,1,2,0,7.4,0
2021/1/4 02:30,2021,1,2,0,7.02,0
2021/1/4 02:45,2021,1,2,0,6.8,0
2021/1/4 03:00,2021,1,3,0,6.6,0
2021/1/4 03:15,2021,1,3,0,6.31,0
2021/1/4 03:30,2021,1,3,0,6.2,0
2021/1/4 03:45,2021,1,3,0,9.49,0
2021/1/4 04:00,2021,1,4,0,10.05,0
2021/1/4 04:15,2021,1,4,0,10.3,0
2021/1/4 04:30,2021,1,4,0,10.1,0
2021/1/4 04:45,2021,1,4,0,9.32,0
2021/1/4 05:00,2021,1,5,0,8.88,0
2021/1/4 05:15,2021,1,5,0,8.34,0
2021/1/4 05:30,2021,1,5,0,8.35,0
2021/1/4 05:45,2021,1,5,0,8.72,0
2021/1/4 06:00,2021,1,6,0,8.9,0
2021/1/4 06:15,2021,1,6,0,9,0
2021/1/4 06:30,2021,1,6,0,8.7,0
2021/1/4 06:45,2021,1,6,0,8.63,0
2021/1/4 07:00,2021,1,7,0,8.67,0
2021/1/4 07:15,2021,1,7,0.22,8.51,0
2021/1/4 07:30,2021,1,7,10.47,8.5,0
2021/1/4 07:45,2021,1,7,26.16,8.61,133.1
2021/1/4 08:00,2021,1,8,47.17,8.88,240.8
2021/1/4 08:15,2021,1,8,69.09,9.23,347.7
2021/1/4 08:30,2021,1,8,93.11,9.52,455.8
2021/1/4 08:45,2021,1,8,118.29,10.04,591
2021/1/4 09:00,2021,1,9,152.59,10.5,800.6
2021/1/4 09:15,2021,1,9,183.87,10.83,992.3
2021/1/4 09:30,2021,1,9,210.07,11.63,974.8
2021/1/4 09:45,2021,1,9,238.31,12.16,1228.3
2021/1/4 10:00,2021,1,10,302.42,12.65,1610.8
2021/1/4 10:15,2021,1,10,313.84,13.34,1739.7
2021/1/4 10:30,2021,1,10,420.57,13.81,1920
2021/1/4 10:45,2021,1,10,381.99,14.3,1920
2021/1/4 11:00,2021,1,11,438.74,14.82,2020.5
2021/1/4 11:15,2021,1,11,386.36,15,1736.9
2021/1/4 11:30,2021,1,11,453.05,15.28,1897.4
2021/1/4 11:45,2021,1,11,430.54,15.66,1805.4
2021/1/4 12:00,2021,1,12,414.07,15.92,1730
2021/1/4 12:15,2021,1,12,365.12,16.06,1564.3
2021/1/4 12:30,2021,1,12,365.12,16.67,2196.7
2021/1/4 12:45,2021,1,12,365.12,17.05,2408.3
2021/1/4 13:00,2021,1,13,471.72,17.84,1879.7
2021/1/4 13:15,2021,1,13,471.72,17.66,1999.7
2021/1/4 13:30,2021,1,13,471.72,17.79,1547.1
2021/1/4 13:45,2021,1,13,352.97,18.19,1254.4
2021/1/4 14:00,2021,1,14,315.83,18.19,1298.2
2021/1/4 14:15,2021,1,14,333.13,18.19,1390.8
2021/1/4 14:30,2021,1,14,286.65,18,1113.8
2021/1/4 14:45,2021,1,14,247.89,18.02,910.5
2021/1/4 15:00,2021,1,15,234.45,18.26,894.2
2021/1/4 15:15,2021,1,15,200.16,18.23,715.7
2021/1/4 15:30,2021,1,15,165.01,18.3,561.9
2021/1/4 15:45,2021,1,15,130.64,18.22,453.6
2021/1/4 16:00,2021,1,16,119.17,17.96,435.6
2021/1/4 16:15,2021,1,16,118.26,17.96,411.3
2021/1/4 16:30,2021,1,16,97.51,18,319.5
2021/1/4 16:45,2021,1,16,71.24,18.09,221.1
2021/1/4 17:00,2021,1,17,45.11,18,84.2
2021/1/4 17:15,2021,1,17,25.86,17.95,0
2021/1/4 17:30,2021,1,17,10.68,17.54,0
2021/1/4 17:45,2021,1,17,1.65,16.88,0
2021/1/4 18:00,2021,1,18,0,16.33,0
2021/1/4 18:15,2021,1,18,0,15.76,0
2021/1/4 18:30,2021,1,18,0,15.4,0
2021/1/4 18:45,2021,1,18,0,15.08,0
2021/1/4 19:00,2021,1,19,0,14.8,0
2021/1/4 19:15,2021,1,19,0,14.68,0
2021/1/4 19:30,2021,1,19,0,14.48,0
2021/1/4 19:45,2021,1,19,0,14.2,0
2021/1/4 20:00,2021,1,20,0,14.1,0
2021/1/4 20:15,2021,1,20,0,13.94,0
2021/1/4 20:30,2021,1,20,0,13.8,0
2021/1/4 20:45,2021,1,20,0,13.71,0
2021/1/4 21:00,2021,1,21,0,13.6,0
2021/1/4 21:15,2021,1,21,0,13.5,0
2021/1/4 21:30,2021,1,21,0,13.4,0
2021/1/4 21:45,2021,1,21,0,13.38,0
2021/1/4 22:00,2021,1,22,0,13.3,0
2021/1/4 22:15,2021,1,22,0,13.2,0
2021/1/4 22:30,2021,1,22,0,13.1,0
2021/1/4 22:45,2021,1,22,0,13.01,0
2021/1/4 23:00,2021,1,23,0,13,0
2021/1/4 23:15,2021,1,23,0,12.99,0
2021/1/4 23:30,2021,1,23,0,12.8,0
2021/1/4 23:45,2021,1,23,0,12.81,0
2021/1/5 00:00,2021,1,0,0,12.8,0
2021/1/5 00:15,2021,1,0,0,12.8,0
2021/1/5 00:30,2021,1,0,0,12.62,0
2021/1/5 00:45,2021,1,0,0,12.58,0
2021/1/5 01:00,2021,1,1,0,12.59,0
2021/1/5 01:15,2021,1,1,0,12.5,0
2021/1/5 01:30,2021,1,1,0,12.4,0
2021/1/5 01:45,2021,1,1,0,12.4,0
2021/1/5 02:00,2021,1,2,0,12.4,0
2021/1/5 02:15,2021,1,2,0,12.32,0
2021/1/5 02:30,2021,1,2,0,12.26,0
2021/1/5 02:45,2021,1,2,0,12.15,0
2021/1/5 03:00,2021,1,3,0,12.1,0
2021/1/5 03:15,2021,1,3,0,12,0
2021/1/5 03:30,2021,1,3,0,11.97,0
2021/1/5 03:45,2021,1,3,0,11.9,0
2021/1/5 04:00,2021,1,4,0,11.85,0
2021/1/5 04:15,2021,1,4,0,11.8,0
2021/1/5 04:30,2021,1,4,0,11.72,0
2021/1/5 04:45,2021,1,4,0,13.3,0
2021/1/5 05:00,2021,1,5,0,13.3,0
2021/1/5 05:15,2021,1,5,0,13,0
2021/1/5 05:30,2021,1,5,0,13.01,0
2021/1/5 05:45,2021,1,5,0,12.7,0
2021/1/5 06:00,2021,1,6,0,12.73,0
2021/1/5 06:15,2021,1,6,0,12.6,0
2021/1/5 06:30,2021,1,6,0,12.5,0
2021/1/5 06:45,2021,1,6,0,12.55,0
2021/1/5 07:00,2021,1,7,0,12.5,0
2021/1/5 07:15,2021,1,7,0.13,12.4,0
2021/1/5 07:30,2021,1,7,10.61,12.47,0
2021/1/5 07:45,2021,1,7,26.88,12.5,143.2
2021/1/5 08:00,2021,1,8,47.55,12.8,262.9
2021/1/5 08:15,2021,1,8,74.85,12.84,379.7
2021/1/5 08:30,2021,1,8,96.85,13.03,531.5
2021/1/5 08:45,2021,1,8,132.4,13.3,753.8
2021/1/5 09:00,2021,1,9,158.49,13.58,811.7
2021/1/5 09:15,2021,1,9,197.88,14.02,990.3
2021/1/5 09:30,2021,1,9,237.7,14.06,1229.3
2021/1/5 09:45,2021,1,9,269.18,14.57,1173.7
2021/1/5 10:00,2021,1,10,264.86,14.76,1284.9
2021/1/5 10:15,2021,1,10,364.03,15.05,1843.7
2021/1/5 10:30,2021,1,10,407.81,15.5,1647.8
2021/1/5 10:45,2021,1,10,455.07,15.51,1647.8
2021/1/5 11:00,2021,1,11,443.89,15.94,2234.9
2021/1/5 11:15,2021,1,11,443.89,16.53,2234.9
2021/1/5 11:30,2021,1,11,443.89,17.33,2234.9
2021/1/5 11:45,2021,1,11,443.89,17.34,2234.9
2021/1/5 12:00,2021,1,12,443.89,17.85,2234.9
2021/1/5 12:15,2021,1,12,443.89,18.26,2234.9
2021/1/5 12:30,2021,1,12,443.89,18.67,2234.9
2021/1/5 12:45,2021,1,12,443.89,18.99,2234.9
2021/1/5 13:00,2021,1,13,443.89,19.36,2409.3
2021/1/5 13:15,2021,1,13,443.89,19.67,2409.3
2021/1/5 13:30,2021,1,13,443.89,19.5,2409.3
2021/1/5 13:45,2021,1,13,443.89,20.41,2409.3
2021/1/5 14:00,2021,1,14,419.79,21.08,2409.3
2021/1/5 14:15,2021,1,14,419.79,20.41,2409.3
2021/1/5 14:30,2021,1,14,419.79,20.69,2409.3
2021/1/5 14:45,2021,1,14,419.79,20.67,2276.1
2021/1/5 15:00,2021,1,15,419.79,20.41,2078
2021/1/5 15:15,2021,1,15,419.79,20.56,1885.5
2021/1/5 15:30,2021,1,15,419.79,20.26,1675.8
2021/1/5 15:45,2021,1,15,419.79,20.24,1461.8
2021/1/5 16:00,2021,1,16,419.79,20.17,1252
2021/1/5 16:15,2021,1,16,419.79,19.95,1009.3
2021/1/5 16:30,2021,1,16,419.79,19.81,774.1
2021/1/5 16:45,2021,1,16,345.25,19.7,519.9
2021/1/5 17:00,2021,1,17,257.11,19.42,317.8
2021/1/5 17:15,2021,1,17,172.72,19.06,168.3
2021/1/5 17:30,2021,1,17,75.97,18.64,0
2021/1/5 17:45,2021,1,17,9.85,17.99,0
2021/1/5 18:00,2021,1,18,0,17.42,0
2021/1/5 18:15,2021,1,18,0,17.2,0
2021/1/5 18:30,2021,1,18,0,16.9,0
2021/1/5 18:45,2021,1,18,0,16.75,0
2021/1/5 19:00,2021,1,19,0,16.6,0
2021/1/5 19:15,2021,1,19,0,16.42,0
2021/1/5 19:30,2021,1,19,0,16.28,0
2021/1/5 19:45,2021,1,19,0,15.9,0
2021/1/5 20:00,2021,1,20,0,15.69,0
2021/1/5 20:15,2021,1,20,0,15.56,0
2021/1/5 20:30,2021,1,20,0,15.3,0
2021/1/5 20:45,2021,1,20,0,14.18,0
2021/1/5 21:00,2021,1,21,0,13.6,0
2021/1/5 21:15,2021,1,21,0,13.32,0
2021/1/5 21:30,2021,1,21,0,13.59,0
2021/1/5 21:45,2021,1,21,0,13.78,0
2021/1/5 22:00,2021,1,22,0,13.7,0
2021/1/5 22:15,2021,1,22,0,13.47,0
2021/1/5 22:30,2021,1,22,0,13.46,0
2021/1/5 22:45,2021,1,22,0,13.3,0
2021/1/5 23:00,2021,1,23,0,13.2,0
2021/1/5 23:15,2021,1,23,0,13.07,0
2021/1/5 23:30,2021,1,23,0,12.78,0
2021/1/5 23:45,2021,1,23,0,12.29,0
2021/1/6 00:00,2021,1,0,0,12.18,0
2021/1/6 00:15,2021,1,0,0,12.41,0
2021/1/6 00:30,2021,1,0,0,12.55,0
2021/1/6 00:45,2021,1,0,0,12.37,0
2021/1/6 01:00,2021,1,1,0,12.04,0
2021/1/6 01:15,2021,1,1,0,11.77,0
2021/1/6 01:30,2021,1,1,0,11.27,0
2021/1/6 01:45,2021,1,1,0,10.55,0
2021/1/6 02:00,2021,1,2,0,9.82,0
2021/1/6 02:15,2021,1,2,0,9.53,0
2021/1/6 02:30,2021,1,2,0,9.23,0
2021/1/6 02:45,2021,1,2,0,8.97,0
2021/1/6 03:00,2021,1,3,0,8.72,0
2021/1/6 03:15,2021,1,3,0,8.89,0
2021/1/6 03:30,2021,1,3,0,9.02,0
2021/1/6 03:45,2021,1,3,0,8.89,0
2021/1/6 04:00,2021,1,4,0,9.04,0
2021/1/6 04:15,2021,1,4,0,8.88,0
2021/1/6 04:30,2021,1,4,0,8.85,0
2021/1/6 04:45,2021,1,4,0,8.78,0
2021/1/6 05:00,2021,1,5,0,8.82,0
2021/1/6 05:15,2021,1,5,0,8.92,0
2021/1/6 05:30,2021,1,5,0,9,0
2021/1/6 05:45,2021,1,5,0,9.2,0
2021/1/6 06:00,2021,1,6,0,9.2,0
2021/1/6 06:15,2021,1,6,0,9.3,0
2021/1/6 06:30,2021,1,6,0,9.3,0
